"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"CHI93LA072","ACC","15651","1993-01-17T15:10:00Z","MINNEAPOLIS","Minnesota","United States",,"N48863","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","None","0","0","0","FAILURE OF THE PILOT TO MAINTAIN DIRECTIONAL CONTROL DURING A TAKEOFF GROUND RUN.",,"https://data.ntsb.gov/Docket?ProjectID=15651"
"CHI93LA073","ACC","15652","1993-01-16T17:20:00Z","JEFFERSONVILLE","Indiana","United States",,"N45563","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO MAINTAIN PROPER AIRSPEED. THE POORLY PLANNED APPROACH WAS A FACTOR.",,"https://data.ntsb.gov/Docket?ProjectID=15652"
"BFO93LA022","ACC","11895","1993-01-16T16:00:00Z","POESTENKILL","New York","United States",,"N7804W","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Minor","0","0","1","THE TOTAL LOSS OF ENGINE POWER DUE TO UNDETERMINED REASONS.",,"https://data.ntsb.gov/Docket?ProjectID=11895"
"FTW93LA070","ACC","18687","1993-01-16T14:48:00Z","SAN ANTONIO","Texas","United States",,"N56221","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE FAILURE OF THE PILOT TO MAINTAIN DIRECTIONAL CONTROL DURING THE LANDING ROLL",,"https://data.ntsb.gov/Docket?ProjectID=18687"
"FTW93LA071","ACC","18688","1993-01-16T11:40:00Z","PORTLAND","Texas","United States",,"N90LH","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Minor","0","0","1","A LOSS OF ENGINE POWER DUE TO CARBURETOR ICING AND THE LACK OF SUITABLE TERRAIN FOR A FORCED LANDING.",,"https://data.ntsb.gov/Docket?ProjectID=18688"
"SEA93LA054","ACC","42977","1993-01-16T11:29:00Z","FRUIT HEIGHTS","Utah","United States",,"N8004K","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","Fatal","1","0","0","VFR FLIGHT INTO IMC CONDITIONS WAS ATTEMPTED BY THE PILOT.  FACTORS INCLUDE RAIN, SNOW, AND FOG.",,"https://data.ntsb.gov/Docket?ProjectID=42977"
"ATL93LA053","ACC","8725","1993-01-16T10:25:00Z","PALMETTO","Georgia","United States",,"N8226L","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO ATTAIN THE PROPER TOUCHDOWN POINT, AND HIS IMPROPER RECOVERY FROM A BOUNCED LANDING. A FACTOR WAS THE PILOT'S LACK OF TOTAL EXPERIENCE IN THE AIRPLANE.",,"https://data.ntsb.gov/Docket?ProjectID=8725"
"MIA93WA049","ACC","33297","1993-01-16T09:45:00Z","WALKERS CAY",,"Bahamas",,"N99ZG","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=33297"
"SEA93LA053","ACC","42976","1993-01-16T08:45:00Z","JOHN DAY","Oregon","United States",,"N161RS","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL.  FACTORS INCLUDE A SNOW COVERED RUNWAY.",,"https://data.ntsb.gov/Docket?ProjectID=42976"
"FTW93LA069","ACC","18686","1993-01-15T16:39:00Z","GODLEY","Texas","United States",,"N22R","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Minor","0","0","1","THE PARTIAL POWER LOSS DUE TO THE PILOT'S DELAYED APPLICATION OF CARBURETOR HEAT. FACTORS WERE CARBURETOR ICE, AND THE SLOPING TERRAIN",,"https://data.ntsb.gov/Docket?ProjectID=18686"
"FTW93FA068","ACC","18639","1993-01-15T14:23:00Z","PORTER","Texas","United States",,"N5563G","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Fatal","2","0","0","INADVERTENT STALL. FACTORS WERE THE PILOT'S FAILURE TO FOLLOW THE PUBLISHED CHECKLIST AND THE IMPROPER FLAP SETTING",,"https://data.ntsb.gov/Docket?ProjectID=18639"
"LAX93FA095","ACC","27819","1993-01-15T13:43:00Z","RENO","Nevada","United States",,"N4733G","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","Fatal","2","0","0","THE FAILURE OF THE PILOT TO USE PITOT STATIC SYSTEM COVERS DURING ICING CONDITIONS WHICH RESULTED IN A BLOCKED PITOT TUBE AND SUBSEQUENT LOSS OF AIRSPEED INDICATIONS.  THIS LED TO PILOT DISORIENTATION AND AN INVERTANT STALL.  FACTORS TO THE ACCIDENT WERE IMPROPER SNOW REMOVAL AND ADVERSE WEATHER CONDITIONS.",,"https://data.ntsb.gov/Docket?ProjectID=27819"
"SEA93GA052","ACC","42943","1993-01-15T12:15:00Z","CHINOOK","Montana","United States",,"N28908","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","Fatal","1","0","0","INATTENTIVE FBO PERSONNEL.",,"https://data.ntsb.gov/Docket?ProjectID=42943"
"BFO93FA050","ACC","11871","1993-01-15T08:33:00Z","LIGONIER","Pennsylvania","United States",,"N28196","false","Aviation","DirectorBrief","1993-12-03T05:00:00Z","Fatal","2","0","0","VISUAL FLIGHT RULES (VFR) FLIGHT BY THE PILOT INTO INSTRUMENT METEOROLOGICAL CONDITIONS (IMC), AND THE PILOT'S FAILURE TO MAINTAIN SUFFICIENT ALTITUDE FROM THE WOODED TERRAIN.  THE TERRAIN AND ADVERSE WEATHER CONDITIONS WERE RELATED FACTORS.",,"https://data.ntsb.gov/Docket?ProjectID=11871"
"FTW93IA067","INC","18678","1993-01-15T00:15:00Z","DFW AIRPORT","Texas","United States",,"N8041U","false","Aviation","DirectorBrief","1993-12-03T05:00:00Z","None","0","0","0","FAILURE OF AN ENGINE TURBINE WHEEL FOR UNDETERMINED REASONS.",,"https://data.ntsb.gov/Docket?ProjectID=18678"
"BFO93LA021","ACC","11894","1993-01-14T17:20:00Z","MANORHAVEN","New York","United States",,"CFAXE","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","Minor","0","0","1","THE PARTIAL POWER LOSS DUE TO INDUCTION SYSTEM ICING AND THE PILOTS FAILURE TO APPLY CARBURETOR HEAT DURING WEATHER CONDUCIVE TO INDUCTION SYSTEM ICING.",,"https://data.ntsb.gov/Docket?ProjectID=11894"
"ATL93LA051","ACC","8723","1993-01-14T17:00:00Z","SALISBURY","North Carolina","United States",,"N25865","false","Aviation","DirectorBrief","1993-11-19T05:00:00Z","None","0","0","0","THE PILOT BECAME LOST AND EXHAUSTED THE AIRPLANE FUEL SUPPLY.",,"https://data.ntsb.gov/Docket?ProjectID=8723"
"CHI93LA071","ACC","15650","1993-01-14T14:05:00Z","MADISON","Wisconsin","United States",,"N18M","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","A JAMMED MAIN LANDING GEAR BRAKE.",,"https://data.ntsb.gov/Docket?ProjectID=15650"
"SEA93LA051","ACC","42975","1993-01-14T12:30:00Z","HANKSVILLE","Utah","United States",,"N550TH","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","AN IMPROPER FUEL SELECTOR VALVE POSITION, FUEL STARVATION, AND INADEQUATE REMEDIAL ACTION. FACTORS INCLUDE SOFT, ROUGH TERRAIN.",,"https://data.ntsb.gov/Docket?ProjectID=42975"
"ATL93LA050","ACC","8722","1993-01-14T01:00:00Z","GOLDSBORO","North Carolina","United States",,"N8409A","false","Aviation","DirectorBrief","1994-02-18T05:00:00Z","None","0","0","0","THE PILOT'S IMPROPER DECISION IN ATTEMPTING A NIGHT LANDING AT AN AIRPORT WITHOUT OPERATING RUNWAY LIGHTS WHICH RESULTED IN A TOUCHDOWN OFF THE RUNWAY. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE: AN AIRPLANE LIGHTING MALFUNCTION FOR AN UNDETERMINED REASON(S) AND THE DARK NIGHT LIGHT CONDITION.",,"https://data.ntsb.gov/Docket?ProjectID=8722"
"FTW93LA066","ACC","18685","1993-01-13T13:06:00Z","FORT WORTH","Texas","United States",,"N64949","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE PILOT'S INADEQUATE FLARE AND THE IMPROPER RECOVERY FROM A BOUNCED LANDING",,"https://data.ntsb.gov/Docket?ProjectID=18685"
"LAX93FA093","ACC","27818","1993-01-12T20:23:00Z","HAYWARD","California","United States",,"N3202A","false","Aviation","DirectorBrief","1993-11-15T05:00:00Z","Fatal","2","0","0","THE PILOT'S CONTINUED FLIGHT INTO KNOWN ADVERSE WEATHER CONDITIONS AND CONTINUED VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS. CONTRIBUTING TO THE ACCIDENT WERE DARK NIGHT LIGHT CONDITIONS AND RAIN.",,"https://data.ntsb.gov/Docket?ProjectID=27818"
"FTW93LA065","ACC","18684","1993-01-12T12:45:00Z","SANTA FE","New Mexico","United States",,"N734GD","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Minor","0","0","1","THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL. A FACTOR WAS THE SNOW CONDITIONS",,"https://data.ntsb.gov/Docket?ProjectID=18684"
"CHI93LA070","ACC","15649","1993-01-11T19:55:00Z","SUSANK","Kansas","United States",,"N712AC","false","Aviation","DirectorBrief","1994-08-26T04:00:00Z","Serious","0","1","0","THE PILOT'S CONTINUED FLIGHT INTO ADVERSE WEATHER AND THE OWNER'S REPRESENTATION THAT THE AIRPLANE MET THE REQUIREMENTS FOR FLIGHT INTO ICING CONDITIONS. THE WEATHER AND AIRFRAME ICE WERE FACTORS IN THE ACCIDENT.",,"https://data.ntsb.gov/Docket?ProjectID=15649"
"BFO93FA019","ACC","11866","1993-01-11T17:23:00Z","TONAWANDA","New York","United States",,"N1088Z","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","Fatal","2","0","0","IMPROPER INFLIGHT PLANNING/DECISION BY THE PILOT AND HIS FAILURE TO MAINTAIN CLEARANCE FROM AN OBSTACLE DURING FLIGHT.  FACTORS RELATED TO THE ACCIDENT INCLUDE POOR VISIBILITY AND WEATHER CONDITIONS AT DUSK, AND THE PILOT'S EXCESSIVE AIRSPEED FOR THE CONDITIONS.",,"https://data.ntsb.gov/Docket?ProjectID=11866"
"LAX93LA094","ACC","27906","1993-01-11T15:46:00Z","TORRANCE","California","United States",,"N6019T","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","1) THE PILOT MISJUDGING THE AIRPLANE'S LANDING FLARE, AND 2) THE PILOT'S IMPROPER RECOVERY FROM A BOUNCED LANDING.  A FACTOR IN THIS ACCIDENT WAS THE PILOT'S LACK OF TOTAL AIRCRAFT EXPERIENCE.",,"https://data.ntsb.gov/Docket?ProjectID=27906"
"SEA93IA050","INC","42944","1993-01-11T10:15:00Z","RIVERTON","Wyoming","United States",,"N34010","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","THE PILOT'S DISORIENTATION. FACTORS INCLUDE SNOW, FOG, SNOW COVERED TERRAIN, AND A DRAINAGE DITCH.",,"https://data.ntsb.gov/Docket?ProjectID=42944"
"BFO93FA018","ACC","11865","1993-01-10T14:00:00Z","STOW","Massachusetts","United States",,"N52785","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Fatal","1","0","0","AN INADEQUATE PREFLIGHT BY THE PILOT, WHICH ALLOWED WATER CONTAMINATION IN THE FUEL AND SUBSEQUENT LOSS OF ENGINE POWER; AND FAILURE OF THE PILOT TO MAINTAIN ADEQUATE AIRSPEED, WHICH RESULTED IN A STALL.",,"https://data.ntsb.gov/Docket?ProjectID=11865"
"BFO93LA020","ACC","11893","1993-01-10T13:25:00Z","MANCHESTER","New Hampshire","United States",,"N245RP","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","INCORRECT INSTALLATION OF THE SEALS IN THE NOSE GEAR ASSEMBLY, WHICH PREVENTED THE NOSE GEAR FROM LOCKING IN THE DOWN POSITION.",,"https://data.ntsb.gov/Docket?ProjectID=11893"
"FTW93IA064","INC","18677","1993-01-10T10:22:00Z","DFW AIRPORT","Texas","United States",,"N7532A","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","Minor","0","0","5","THE INACCURATE SAFETY ADVISORY PROVIDED BY THE TOWER OPERATOR. A FACTOR WAS THE EMERGENCY EVACUATION",,"https://data.ntsb.gov/Docket?ProjectID=18677"
"MIA93LA047","ACC","33215","1993-01-09T15:05:00Z","NEW SMYRNA BCH","Florida","United States",,"N1443S","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","Fatal","1","0","0","THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN ALTITUDE WHILE MANEUVERING IN A TURN AT A LOW ALTITUDE, RESULTING IN AN IN-FLIGHT COLLISION WITH THE OCEAN.",,"https://data.ntsb.gov/Docket?ProjectID=33215"
"CHI93LA067","ACC","15648","1993-01-09T10:30:00Z","LA POINTE","Wisconsin","United States",,"N7057B","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","Minor","0","0","1","SPATIAL DISORIENTATION OF THE PILOT.",,"https://data.ntsb.gov/Docket?ProjectID=15648"
"CHI93IA069","INC","15593","1993-01-09T07:19:00Z","SAVOY","Illinois","United States",,"N433AW","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","None","0","0","0","THE TOTAL FAILURE OF THE INBOARD RIGHT MAIN LANDING GEAR WHEEL AXLE DURING THE INITIAL CLIMB.",,"https://data.ntsb.gov/Docket?ProjectID=15593"
"DEN93LA022","ACC","18269","1993-01-08T22:30:00Z","MONTE VISTA","Colorado","United States",,"N96LL","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","A LOSS OF CONTROL DURING LANDING WHEN THE AIRCRAFT STRUCK A SNOWBANK WHICH WAS LEFT ON THE RUNWAY AS A RESULT OF INADEQUATE PLOWING.",,"https://data.ntsb.gov/Docket?ProjectID=18269"
"DEN93IA025","INC","18251","1993-01-08T19:37:00Z","DENVER","Colorado","United States",,"N601UA","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","None","0","0","0","MEDICAL INCAPACITATION OF THE FIRST OFFICER.",,"https://data.ntsb.gov/Docket?ProjectID=18251"
"CHI93IA068","INC","15592","1993-01-08T12:03:00Z","DETROIT","Michigan","United States",,"N826MA","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","None","0","0","0","THE MANUFACTURER'S INADEQUATE DESIGN OF THE FUEL TRANSFER TUBE SYSTEM, WHICH LOOSENED/DISCONNECTED DURING ENGINE OPERATION.",,"https://data.ntsb.gov/Docket?ProjectID=15592"
"LAX93LA091","ACC","27904","1993-01-07T16:10:00Z","SAN JACINTO","California","United States",,"N20513","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","Serious","0","1","0","THE FLIGHT'S ENCOUNTER WITH UNFORECAST CLEAR AIR TURBULENCE.",,"https://data.ntsb.gov/Docket?ProjectID=27904"
"ANC93IA026","INC","5840","1993-01-07T15:30:00Z","AKUTAN","Alaska","United States",,"N22932","false","Aviation","DirectorBrief","1993-12-03T05:00:00Z","None","0","0","0","THE INCIDENT WAS CAUSED BY THE PILOTS IMPROPER COMPENSATION FOR THE WINDS. FACTORS WERE THE MICROBURST, THE ROUGH WATER, AND THE PILOT'S INADEQUATE EVALUATION OF THE WEATHER CONDITIONS.",,"https://data.ntsb.gov/Docket?ProjectID=5840"
"CHI93LA066","ACC","15647","1993-01-07T14:45:00Z","MARYSVILLE","Kansas","United States",,"N8016M","false","Aviation","DirectorBrief","1994-02-18T05:00:00Z","Minor","0","0","1","THE PILOT'S FAILURE TO MAINTAIN SUFFICIENT AIRSPEED. FACTORS CONTRIBUTING TO THE ACCIDENT WERE THE ICING CONDITIONS ENCOUNTERED, AND THE WINDSHIELD & AIRFRAME ICE.",,"https://data.ntsb.gov/Docket?ProjectID=15647"
"SEA93GA049","ACC","42942","1993-01-07T13:40:00Z","COUNCIL","Idaho","United States",,"N9841Q","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO MAINTAIN PROPER ALTITUDE DURING THE LOW PASS. THE SNOW COVERED TERRAIN AND THE PILOT'S INADEQUATE PREFLIGHT PREPARATION WERE FACTORS.",,"https://data.ntsb.gov/Docket?ProjectID=42942"
"MIA93LA046","ACC","33214","1993-01-06T15:02:00Z","HOLLYSPRINGS","Mississippi","United States",,"N22761","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","Serious","0","1","0","THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN AIRSPEED WHILE MANEUVERING DURING A FORCED LANDING, RESULTING IN AN IN-FLIGHT LOSS OF CONTROL (STALL), AND SUBSEQUENT COLLISION WITH TERRAIN. CONTRIBUTING TO THE ACCIDENT WAS A TOTAL LOSS OF ENGINE POWER IN FLIGHT DUE TO FUEL EXHAUSTION.",,"https://data.ntsb.gov/Docket?ProjectID=33214"
"CHI93LA065","ACC","15646","1993-01-06T11:30:00Z","WARREN","Minnesota","United States",,"N6176G","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE STUDENT PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL.",,"https://data.ntsb.gov/Docket?ProjectID=15646"
"MIA93LA048","ACC","33216","1993-01-06T00:12:00Z","TAMPA","Florida","United States",,"N1439P","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","Minor","0","0","1","POOR IN-FLIGHT PLANNING/DECISION BY THE CFI RESULTING IN THE TOTAL LOSS OF ENGINE POWER FROM BOTH ENGINES DUE TO FUEL EXHAUSTION.",,"https://data.ntsb.gov/Docket?ProjectID=33216"
"ANC93LA025","ACC","2327","1993-01-05T20:21:00Z","NOME","Alaska","United States",,"N900YH","false","Aviation","DirectorBrief","1994-06-30T04:00:00Z","None","0","0","0","FUEL STARVATION DUE TO IMPROPER REFUELING PROCEDURES BY THE FBO PERSONNEL, INADEQUATE PREFLIGHT BY THE PILOT, AND RESULTANT ICE IN THE FUEL, WHICH BLOCKED FUEL FLOW TO THE ENGINES.  A FACTOR WAS THE LACK OF SUITABLE TERRAIN FOR A FORCED LANDING.",,"https://data.ntsb.gov/Docket?ProjectID=2327"
"MIA93LA045","ACC","33213","1993-01-05T14:53:00Z","SARASOTA","Florida","United States",,"N360AA","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","Serious","0","3","21","THE IN-FLIGHT ENCOUNTER WITH WEATHER AND THE FAILURE OF THE PASSENGERS TO COMPLY WITH THE INSTRUCTIONS OF THE FLIGHTCREW.",,"https://data.ntsb.gov/Docket?ProjectID=33213"
"FTW93LA062","ACC","18634","1993-01-05T14:45:00Z","WICHITA FALLS","Texas","United States",,"N4870B","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","Minor","0","0","1","THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL.",,"https://data.ntsb.gov/Docket?ProjectID=18634"
"ANC93LA024","ACC","5859","1993-01-05T14:10:00Z","SCAMMON BAY","Alaska","United States",,"N7373U","false","Aviation","DirectorBrief","1993-12-03T05:00:00Z","Minor","0","0","2","THE PILOTS FAILURE TO FOLLOW VFR PROCEDURES.  A FACTOR WAS THE WHITEOUT SNOW CONDITION.",,"https://data.ntsb.gov/Docket?ProjectID=5859"
"CHI93LA064","ACC","15645","1993-01-05T08:40:00Z","METROPOLIS","Illinois","United States",,"N732FB","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","None","0","0","0","THE FATIGUE FAILURE OF THE EXHAUST VALVE.",,"https://data.ntsb.gov/Docket?ProjectID=15645"
"CHI93FA063","ACC","15584","1993-01-03T19:20:00Z","SMITHS CREEK","Michigan","United States",,"N1ZD","false","Aviation","DirectorBrief","1994-02-28T05:00:00Z","Fatal","3","0","0","THE PILOT-IN-COMMAND'S FAILURE TO MAINTAIN CONTROL OF THE AIRPLANE DURING THE APPROACH. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE THE ADVERSE WEATHER CONDITIONS AND THE DARK NIGHT.",,"https://data.ntsb.gov/Docket?ProjectID=15584"
"ATL93LA047","ACC","8719","1993-01-03T16:30:00Z","ROANOKE RAPIDS","North Carolina","United States",,"N8024T","false","Aviation","DirectorBrief","1994-02-28T05:00:00Z","Minor","0","0","3","THE PILOT-AT-CONTROL'S FAILURE TO USE CARBURETOR HEAT RESULTING IN A LOSS OF ENGINE POWER DUE TO CARBURETOR ICE. A FACTOR WHICH CONTRIBUTED TO THE ACCIDENT WAS WEATHER CONDUCIVE TO CARBURETOR ICE.",,"https://data.ntsb.gov/Docket?ProjectID=8719"
"SEA93FA048","ACC","42935","1993-01-03T15:40:00Z","OGDEN","Utah","United States",,"N1078V","false","Aviation","DirectorBrief","1994-03-18T05:00:00Z","Fatal","4","0","0","THE PILOT'S CONTINUATION OF VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS, AND HIS DECISION TO CONTINUE HIS LANDING ATTEMPTS UNDER THE ADVERSE WEATHER CONDITIONS. FACTORS CONTRIBUTING TO THE ACCIDENT WERE THE LOW CLOUDS, FOG AND MOUNTAINOUS TERRAIN.",,"https://data.ntsb.gov/Docket?ProjectID=42935"
"ATL93FA046","ACC","8683","1993-01-03T14:05:00Z","FT. BRAGG","North Carolina","United States",,"N5774V","false","Aviation","DirectorBrief","1993-11-19T05:00:00Z","Fatal","2","0","0","THE LOSS OF ENGINE POWER FOR UNDETERMINED REASONS AND THE LOSS OF CONTROL DURING THE FORCED LANDING.",,"https://data.ntsb.gov/Docket?ProjectID=8683"
"CHI93LA062","ACC","15644","1993-01-03T12:00:00Z","MILWAUKEE","Wisconsin","United States",,"N1801V","false","Aviation","DirectorBrief","1993-11-03T05:00:00Z","Minor","0","0","1","FAILURE OF THE PILOT TO PERFORM AN ABORTED LANDING AND FAILURE TO SELECT A PROPER TOUCHDOWN POINT ON THE RUNWAY.",,"https://data.ntsb.gov/Docket?ProjectID=15644"
"MIA93LA044","ACC","33212","1993-01-03T11:14:00Z","FORT MYERS","Florida","United States",,"N18YV","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","None","0","0","0","FAILURE OF THE PILOT-IN-COMMAND TO FOLLOW THE CHECKLIST AND COMPLACENCY OF THE PILOT-IN-COMMAND FOR FAILURE TO EXTEND THE LANDING GEAR BEFORE LANDING.",,"https://data.ntsb.gov/Docket?ProjectID=33212"
"CHI93MA061","ACC","15773","1993-01-02T19:42:00Z","HIBBING","Minnesota","United States",,"N342PX","false","Aviation","DirectorBrief","1994-04-21T04:00:00Z","None","0","0","0","THE FIRST OFFICER'S FAILURE TO MAINTAIN A PROPER DESCENT RATE DURING THE LANDING, AND THE CAPTAIN'S INADEQUATE SUPERVISION BY NOT TAKING TIMELY ACTION TO ENSURE A SAFE LANDING. FACTORS WHICH CONTRIBUTED TO THE ACCIDENT WERE: THE COMPANY'S FAILURE TO PROVIDE ADEQUATE TRAINING ON THE AIRPLANE'S FLIGHT CHARACTERISTICS AND/OR HANDLING TECHNIQUES UNDER CONDITIONS OF WING ICE CONTAMINATION, THE COMPANY'S FAILURE TO ASSURE THAT BOTH PILOTS HAD RECEIVED THE CURRENT CREW RESOURCE MANAGEMENT (CRM) TRAINING, AND THE EXISTING WEATHER CONDITIONS WHICH RESULTED IN AN ACCUMULATION OF ICE ON THE AIRPLANE'S WING.",,"https://data.ntsb.gov/Docket?ProjectID=15773"
"ATL93LA049","ACC","8721","1993-01-02T17:00:00Z","CROSSVILLE","Tennessee","United States",,"N7712Y","false","Aviation","DirectorBrief","1993-10-25T04:00:00Z","None","0","0","0","THE PILOT'S FAILURE TO FOLLOW CHECKLIST PROCEDURES IN THAT HE DID NOT UTILIZE THE ALTERNATE GEAR EXTENSION METHOD WHEN ELECTRICAL POWER WAS LOST. A FACTOR WAS HIS FAILURE TO FOLLOW THE CHECKLIST WHEN HE FAILED TO TURN ON THE GENERATORS PRIOR TO FLIGHT, WHICH RESULTED IN ELECTRICAL FAILURE.",,"https://data.ntsb.gov/Docket?ProjectID=8721"
"BFO93LA017","ACC","11892","1993-01-02T15:30:00Z","PHILIPSBURG","Pennsylvania","United States",,"N15141","false","Aviation","DirectorBrief","1993-10-13T04:00:00Z","None","0","0","0","THE INADEQUATE REMOVAL OF SNOW FROM THE RUNWAYS BY AIRPORT PERSONNEL AND THE PROCEDURES/DIRECTIVES FOR AIRPORT SNOW REMOVAL NOT UNDERSTOOD.",,"https://data.ntsb.gov/Docket?ProjectID=11892"
"LAX93LA089","ACC","27903","1993-01-02T15:30:00Z","GORMAN","California","United States",,"N6790V","false","Aviation","DirectorBrief","1993-11-15T05:00:00Z","Minor","0","0","2","1) THE CARBURETOR INLET FUEL LINE BEING IMPROPERLY INSTALLED BY MAINTENANCE PERSONNEL WHICH ALLOWED THE CARBURETOR TO BECOME CONTAMINATED WITH METAL PARTICLES, AND 2) THE CARBURETOR FLOAT VALVE BEING JAMMED BY METAL PARTICLES WHICH ALLOWED EXCESSIVE FUEL TO BE INTRODUCED INTO THE CARBURETOR RESULTING IN FLOODING AND THE TOTAL LOSS OF ENGINE POWER. A FACTOR IN THIS ACCIDENT WAS THE PILOT ENCOUNTERING AN UNFAVORABLE CROSSWIND DURING FINAL APPROACH WHICH LED TO THE AIRPLANE'S WING COLLIDING WITH FENCE POSTS DURING LANDING ROLL.",,"https://data.ntsb.gov/Docket?ProjectID=27903"
"LAX93LA088","ACC","27902","1993-01-02T13:45:00Z","CONCORD","California","United States",,"N2008M","false","Aviation","DirectorBrief","1993-11-15T05:00:00Z","Minor","0","0","1","THE ENGINE MANUFACTURER FAILING TO PROPERLY INSTALL TAB WASHERS DURING OVERHAUL WHICH RESULTED IN ONE BOLT BECOMING LOOSE AND BEING INGESTED THROUGH VARIOUS ENGINE GEAR DRIVES.  THE INGESTION AND LOOSE OIL PUMP COVER RESULTED IN THE ENGINE RUNNING ROUGH AND A BURNING SMELL WHICH CAUSED THE PILOT TO HAVE TO SHUT DOWN THE ENGINE.",,"https://data.ntsb.gov/Docket?ProjectID=27902"
"MIA93WA043","ACC","33296","1993-01-02T09:45:00Z","BIMINI",,"Bahamas",,"N4107V","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=33296"
"MIA93IA052","INC","33182","1993-01-02T08:15:00Z","ORLANDO","Florida","United States",,"N9056D","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","Minor","0","0","1","POOR IN-FLIGHT PLANNING/DECISION BY THE PILOT, AND EXCESSIVE DESCENT RESULTING IN A HARD LANDING.",,"https://data.ntsb.gov/Docket?ProjectID=33182"
"MIA93LA042","ACC","33211","1993-01-01T18:50:00Z","TITUSVILLE","Florida","United States",,"N82542","false","Aviation","DirectorBrief","1994-02-10T05:00:00Z","Minor","0","0","1","LOSS OF ENGINE POWER DURING THE DOWNWIND LEG FOR UNDETERMINED REASONS, POOR IN-FLIGHT PLANNING/DECISION BY THE DUAL STUDENT, AND INADEQUATE SUPERVISION BY THE PILOT-IN-COMMAND (CFI).",,"https://data.ntsb.gov/Docket?ProjectID=33211"
